order_id,customer_id,store_id,order_date,order_status
o00645,c0005,s003,2024-03-05,cancelled
o00646,c0006,s004,2024-03-05,completed
o00647,c0007,s005,2024-03-05,pending
o00648,c0008,s006,2024-03-05,cancelled
o00649,c0009,s001,2024-03-05,completed
o00650,c0010,s002,2024-03-05,pending
o00651,c0011,s003,2024-03-06,cancelled
o00652,c0012,s004,2024-03-06,completed
o00653,c0013,s005,2024-03-06,pending
o00654,c0014,s006,2024-03-06,cancelled
o00655,c0015,s001,2024-03-06,completed
o00656,c0016,s002,2024-03-06,pending
o00657,c0017,s003,2024-03-06,cancelled
o00658,c0018,s004,2024-03-06,completed
o00659,c0019,s005,2024-03-06,pending
o00660,c0020,s006,2024-03-06,cancelled
o00661,c0021,s001,2024-03-07,completed
o00662,c0022,s002,2024-03-07,pending
o00663,c0023,s003,2024-03-07,cancelled
o00664,c0024,s004,2024-03-07,completed
o00665,c0025,s005,2024-03-07,pending
o00666,c0026,s006,2024-03-07,cancelled
o00667,c0027,s001,2024-03-07,completed
o00668,c0028,s002,2024-03-07,pending
o00669,c0029,s003,2024-03-07,cancelled
o00670,c0030,s004,2024-03-07,completed
o00671,c0031,s005,2024-03-08,pending
o00672,c0032,s006,2024-03-08,cancelled
o00673,c0033,s001,2024-03-08,completed
o00674,c0034,s002,2024-03-08,pending
o00675,c0035,s003,2024-03-08,cancelled
o00676,c0036,s004,2024-03-08,completed
o00677,c0037,s005,2024-03-08,pending
o00678,c0038,s006,2024-03-08,cancelled
o00679,c0039,s001,2024-03-08,completed
o00680,c0040,s002,2024-03-08,pending
o00681,c0041,s003,2024-03-09,cancelled
o00682,c0042,s004,2024-03-09,completed
o00683,c0043,s005,2024-03-09,pending
o00684,c0044,s006,2024-03-09,cancelled
o00685,c0045,s001,2024-03-09,completed
o00686,c0046,s002,2024-03-09,pending
