order_item_id,order_id,product_id,quantity,unit_price
oi00776,o00090,p006,4,40.00
oi00777,o00091,p007,1,45.00
oi00778,o00092,p008,2,50.00
oi00779,o00093,p009,3,55.00
oi00780,o00094,p010,4,60.00
oi00781,o00095,p001,1,15.00
oi00782,o00096,p002,2,20.00
oi00783,o00097,p003,3,25.00
oi00784,o00098,p004,4,30.00
oi00785,o00099,p005,1,35.00
oi00786,o00100,p006,2,40.00
oi00787,o00101,p007,3,45.00
oi00788,o00102,p008,4,50.00
oi00789,o00103,p009,1,55.00
oi00790,o00104,p010,2,60.00
oi00791,o00105,p001,3,15.00
oi00792,o00106,p002,4,20.00
oi00793,o00107,p003,1,25.00
oi00794,o00108,p004,2,30.00
oi00795,o00109,p005,3,35.00
oi00796,o00110,p006,4,40.00
oi00797,o00111,p007,1,45.00
oi00798,o00112,p008,2,50.00
oi00799,o00113,p009,3,55.00
oi00800,o00114,p010,4,60.00
oi00801,o00115,p001,1,15.00
oi00802,o00116,p002,2,20.00
oi00803,o00117,p003,3,25.00
oi00804,o00118,p004,4,30.00
oi00805,o00119,p005,1,35.00
oi00806,o00120,p006,2,40.00
oi00807,o00121,p007,3,45.00
oi00808,o00122,p008,4,50.00
oi00809,o00123,p009,1,55.00
oi00810,o00124,p010,2,60.00
oi00811,o00125,p001,3,15.00
oi00812,o00126,p002,4,20.00
oi00813,o00127,p003,1,25.00
oi00814,o00128,p004,2,30.00
oi00815,o00129,p005,3,35.00
oi00816,o00130,p006,4,40.00
oi00817,o00131,p007,1,45.00
oi00818,o00132,p008,2,50.00
oi00819,o00133,p009,3,55.00
oi00820,o00134,p010,4,60.00
oi00821,o00135,p001,1,15.00
oi00822,o00136,p002,2,20.00
oi00823,o00137,p003,3,25.00
oi00824,o00138,p004,4,30.00
oi00825,o00139,p005,1,35.00
oi00826,o00140,p006,2,40.00
oi00827,o00141,p007,3,45.00
oi00828,o00142,p008,4,50.00
oi00829,o00143,p009,1,55.00
oi00830,o00144,p010,2,60.00
oi00831,o00145,p001,3,15.00
oi00832,o00146,p002,4,20.00
oi00833,o00147,p003,1,25.00
oi00834,o00148,p004,2,30.00
oi00835,o00149,p005,3,35.00
oi00836,o00150,p006,4,40.00
oi00837,o00151,p007,1,45.00
oi00838,o00152,p008,2,50.00
oi00839,o00153,p009,3,55.00
oi00840,o00154,p010,4,60.00
oi00841,o00155,p001,1,15.00
oi00842,o00156,p002,2,20.00
oi00843,o00157,p003,3,25.00
oi00844,o00158,p004,4,30.00
oi00845,o00159,p005,1,35.00
oi00846,o00160,p006,2,40.00
oi00847,o00161,p007,3,45.00
oi00848,o00162,p008,4,50.00
oi00849,o00163,p009,1,55.00
oi00850,o00164,p010,2,60.00
oi00851,o00165,p001,3,15.00
oi00852,o00166,p002,4,20.00
oi00853,o00167,p003,1,25.00
oi00854,o00168,p004,2,30.00
oi00855,o00169,p005,3,35.00
oi00856,o00170,p006,4,40.00
oi00857,o00171,p007,1,45.00
oi00858,o00172,p008,2,50.00
oi00859,o00173,p009,3,55.00
oi00860,o00174,p010,4,60.00
oi00861,o00175,p001,1,15.00
oi00862,o00176,p002,2,20.00
oi00863,o00177,p003,3,25.00
oi00864,o00178,p004,4,30.00
oi00865,o00179,p005,1,35.00
oi00866,o00180,p006,2,40.00
oi00867,o00181,p007,3,45.00
oi00868,o00182,p008,4,50.00
oi00869,o00183,p009,1,55.00
oi00870,o00184,p010,2,60.00
oi00871,o00185,p001,3,15.00
oi00872,o00186,p002,4,20.00
oi00873,o00187,p003,1,25.00
oi00874,o00188,p004,2,30.00
oi00875,o00189,p005,3,35.00
oi00876,o00190,p006,4,40.00
oi00877,o00191,p007,1,45.00
oi00878,o00192,p008,2,50.00
oi00879,o00193,p009,3,55.00
oi00880,o00194,p010,4,60.00
oi00881,o00195,p001,1,15.00
oi00882,o00196,p002,2,20.00
oi00883,o00197,p003,3,25.00
oi00884,o00198,p004,4,30.00
oi00885,o00199,p005,1,35.00
oi00886,o00200,p006,2,40.00
oi00887,o00201,p007,3,45.00
oi00888,o00202,p008,4,50.00
oi00889,o00203,p009,1,55.00
oi00890,o00204,p010,2,60.00
oi00891,o00205,p001,3,15.00
oi00892,o00206,p002,4,20.00
oi00893,o00207,p003,1,25.00
oi00894,o00208,p004,2,30.00
oi00895,o00209,p005,3,35.00
oi00896,o00210,p006,4,40.00
oi00897,o00211,p007,1,45.00
oi00898,o00212,p008,2,50.00
oi00899,o00213,p009,3,55.00
oi00900,o00214,p010,4,60.00
oi00901,o00215,p001,1,15.00
oi00902,o00216,p002,2,20.00
oi00903,o00217,p003,3,25.00
oi00904,o00218,p004,4,30.00
oi00905,o00219,p005,1,35.00
oi00906,o00220,p006,2,40.00
oi00907,o00221,p007,3,45.00
oi00908,o00222,p008,4,50.00
oi00909,o00223,p009,1,55.00
oi00910,o00224,p010,2,60.00
oi00911,o00225,p001,3,15.00
oi00912,o00226,p002,4,20.00
oi00913,o00227,p003,1,25.00
oi00914,o00228,p004,2,30.00
oi00915,o00229,p005,3,35.00
oi00916,o00230,p006,4,40.00
oi00917,o00231,p007,1,45.00
oi00918,o00232,p008,2,50.00
oi00919,o00233,p009,3,55.00
oi00920,o00234,p010,4,60.00
oi00921,o00235,p001,1,15.00
oi00922,o00236,p002,2,20.00
oi00923,o00237,p003,3,25.00
oi00924,o00238,p004,4,30.00
oi00925,o00239,p005,1,35.00
oi00926,o00240,p006,2,40.00
oi00927,o00241,p007,3,45.00
oi00928,o00242,p008,4,50.00
oi00929,o00243,p009,1,55.00
oi00930,o00244,p010,2,60.00
oi00931,o00245,p001,3,15.00
oi00932,o00246,p002,4,20.00
oi00933,o00247,p003,1,25.00
oi00934,o00248,p004,2,30.00
oi00935,o00249,p005,3,35.00
oi00936,o00250,p006,4,40.00
oi00937,o00251,p007,1,45.00
oi00938,o00252,p008,2,50.00
oi00939,o00253,p009,3,55.00
oi00940,o00254,p010,4,60.00
oi00941,o00255,p001,1,15.00
oi00942,o00256,p002,2,20.00
oi00943,o00257,p003,3,25.00
oi00944,o00258,p004,4,30.00
oi00945,o00259,p005,1,35.00
oi00946,o00260,p006,2,40.00
oi00947,o00261,p007,3,45.00
oi00948,o00262,p008,4,50.00
oi00949,o00263,p009,1,55.00
oi00950,o00264,p010,2,60.00
oi00951,o00265,p001,3,15.00
oi00952,o00266,p002,4,20.00
oi00953,o00267,p003,1,25.00
oi00954,o00268,p004,2,30.00
oi00955,o00269,p005,3,35.00
oi00956,o00270,p006,4,40.00
oi00957,o00271,p007,1,45.00
oi00958,o00272,p008,2,50.00
oi00959,o00273,p009,3,55.00
oi00960,o00274,p010,4,60.00
oi00961,o00275,p001,1,15.00
oi00962,o00276,p002,2,20.00
oi00963,o00277,p003,3,25.00
oi00964,o00278,p004,4,30.00
oi00965,o00279,p005,1,35.00
oi00966,o00280,p006,2,40.00
oi00967,o00281,p007,3,45.00
oi00968,o00282,p008,4,50.00
oi00969,o00283,p009,1,55.00
oi00970,o00284,p010,2,60.00
oi00971,o00285,p001,3,15.00
oi00972,o00286,p002,4,20.00
oi00973,o00287,p003,1,25.00
oi00974,o00288,p004,2,30.00
oi00975,o00289,p005,3,35.00
oi00976,o00290,p006,4,40.00
oi00977,o00291,p007,1,45.00
oi00978,o00292,p008,2,50.00
oi00979,o00293,p009,3,55.00
oi00980,o00294,p010,4,60.00
oi00981,o00295,p001,1,15.00
oi00982,o00296,p002,2,20.00
oi00983,o00297,p003,3,25.00
oi00984,o00298,p004,4,30.00
oi00985,o00299,p005,1,35.00
oi00986,o00300,p006,2,40.00
oi00987,o00301,p007,3,45.00
oi00988,o00302,p008,4,50.00
oi00989,o00303,p009,1,55.00
oi00990,o00304,p010,2,60.00
oi00991,o00305,p001,3,15.00
oi00992,o00306,p002,4,20.00
oi00993,o00307,p003,1,25.00
oi00994,o00308,p004,2,30.00
oi00995,o00309,p005,3,35.00
oi00996,o00310,p006,4,40.00
oi00997,o00311,p007,1,45.00
